0.94281,0.78446,0.97014,1,0.97014,0.97014,0.97014,1,0.97014,0.78446,0.97014,0.97014,0.78446,0.8,0.97014,0.97014,0.97014,0.8,0.78446,0.97014,0.97014,0.78446,0.97014,1,0.97014,0.97014,0.97014,1,0.97014,0.78446,0.97014,0.97014,0.78446,0.8,0.58191,0.58191,0.97014,0.97014,0.78446,0.97014,0.97014,0.78446,0.97014,1,0.97014,0.97014,0.97014,1,0.97014,0.78446,0.97014,0.97014,0.78446,0.8,0.97014,0.97014
0.78446,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.97014,0.94281,0.94281,0.97014,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.51966,0.58191,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.94281
0.97014,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.97014,1,1,0.97014,0.97014,0.97014,1,1,0.97014,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.58191,0.58191,0.97014,0.97014,1,0.97014,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.97014,0.97014
1,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,0.97014,0.94281,1,1,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,0.58817,0.58817,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1
0.97014,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,1,1
0.97014,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1
0.97014,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,1,1
1,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,0.97014,0.94281,1,1,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,0.58817,0.58817,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1
0.97014,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.97014,1,0.97014,0.97014,0.97014,0.97014,0.97014,1,0.97014,0.94281,1,1,0.94281,0.40406,0.40614,0.40406,0.94281,1,1,0.94281,0.94281,1,1,0.58191,0.58191,0.97014,0.97014,1,0.97014,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.97014,0.97014
0.78446,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.94281,0.94281,0.97014,0.97014,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,0.44721,0.31524,0.40614,0.31524,0.44721,1,0.94281,0.94281,1,0.97014,0.94281,0.51966,0.58191,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.94281
0.97014,0.94281,0.94281,0.97014,1,1,1,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,1,1,1,0.94281,0.94281,1,0.94281,0.94281,0.44721,0.44721,1,0.44721,0.44444,0.94281,0.94281,1,0.94281,0.94281,0.97014,0.58817,0.58817,1,1,0.94281,0.94281,1,0.94281,0.94281,0.97014,1,1,1,1,0.94281,0.94281,1,0.94281,0.94281,0.97014,1,1
0.97014,1,0.97014,0.94281,0.94281,0.97014,0.94281,0.94281,0.97014,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.94281,0.49237,0.35218,0.49614,0.37463,0.49237,0.97014,1,0.94281,0.94281,1,1,0.58191,0.58191,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.97014,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,0.97014,0.97014
0.78446,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,0.97014,0.49614,0.49614,0.49614,1,1,0.97014,0.94281,1,1,0.94281,0.51966,0.58191,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,0.97014,1,0.94281,0.94281,1,1,0.94281,0.94281,0.94281
0.97014,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,1,0.94281,0.94281,0.6247,0.6247,0.6247,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.94281,0.58817,0.58817,1,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,1,0.94281,0.94281,1,1
0.97014,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.94281,0.6247,0.49237,0.6247,0.49237,0.6247,0.94281,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.94281,1,0.97014,0.94281,1,0.58817,0.58817,1,1,0.94281,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.94281,1,1,1
0.97014,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,0.6247,0.6247,1,0.6247,0.6247,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1
0.97014,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.94281,0.6247,0.49237,0.6247,0.49237,0.6247,0.94281,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.94281,1,0.97014,0.94281,1,0.58817,0.58817,1,1,0.94281,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.94281,1,1,1
0.97014,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,1,0.94281,0.94281,0.6247,0.6247,0.6247,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.94281,0.58817,0.58817,1,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,1,0.94281,0.94281,1,1
0.78446,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,0.97014,0.49614,0.49614,0.49614,1,1,0.97014,0.94281,1,1,0.94281,0.51966,0.58191,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,0.97014,1,0.94281,0.94281,1,1,0.94281,0.94281,0.94281
0.97014,1,0.97014,0.94281,0.94281,0.97014,0.94281,0.94281,0.97014,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.94281,0.49237,0.35218,0.49614,0.37463,0.49237,0.97014,1,0.94281,0.94281,1,1,0.58191,0.58191,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.97014,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,0.97014,0.97014
0.97014,0.94281,0.94281,0.97014,1,1,1,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,1,1,1,0.94281,0.94281,1,0.94281,0.94281,0.44721,0.44721,1,0.44721,0.44444,0.94281,0.94281,1,0.94281,0.94281,0.97014,0.58817,0.58817,1,1,0.94281,0.94281,1,0.94281,0.94281,0.97014,1,1,1,1,0.94281,0.94281,1,0.94281,0.94281,0.97014,1,1
0.78446,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.94281,0.94281,0.97014,0.97014,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,0.44721,0.31524,0.40614,0.31524,0.44721,1,0.94281,0.94281,1,0.97014,0.94281,0.51966,0.58191,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.94281
0.97014,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.97014,1,0.97014,0.97014,0.97014,0.97014,0.97014,1,0.97014,0.94281,1,1,0.94281,0.40406,0.40614,0.40406,0.94281,1,1,0.94281,0.94281,1,1,0.58191,0.58191,0.97014,0.97014,1,0.97014,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.97014,0.97014
1,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,0.97014,0.94281,1,1,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,0.58817,0.58817,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1
0.97014,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,1,1
0.97014,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1,1,1,0.97014,0.97014,1,0.97014,0.97014,1,1,1
0.97014,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.97014,1,1,1,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,0.58817,0.58817,1,1,0.97014,0.94281,1,0.97014,0.94281,1,1,1,1,1,0.94281,0.97014,1,0.97014,0.97014,1,1,1
1,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,0.97014,0.94281,1,1,1,1,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,0.58817,0.58817,1,1,1,0.94281,0.97014,1,0.94281,0.94281,1,1,1,0.94281,0.94281,1,1,0.94281,0.97014,1,1,1
0.97014,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.97014,1,1,0.97014,0.97014,0.97014,1,1,0.97014,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.58191,0.58191,0.97014,0.97014,1,0.97014,0.94281,1,1,0.94281,0.94281,0.97014,0.94281,0.94281,1,1,0.94281,0.94281,1,1,0.97014,0.97014
0.78446,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.97014,0.94281,0.94281,0.97014,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.51966,0.58191,0.97014,0.94281,0.94281,1,0.94281,0.94281,1,1,0.97014,0.97014,0.97014,1,1,0.94281,0.94281,1,0.97014,0.94281,0.94281,0.94281
0.94281,0.78446,0.97014,1,0.97014,0.97014,0.97014,1,0.97014,0.78446,0.97014,0.97014,0.78446,0.8,0.97014,0.97014,0.97014,0.8,0.78446,0.97014,0.97014,0.78446,0.97014,1,0.97014,0.97014,0.97014,1,0.97014,0.78446,0.97014,0.97014,0.78446,0.8,0.58191,0.58191,0.97014,0.97014,0.78446,0.97014,0.97014,0.78446,0.97014,1,0.97014,0.97014,0.97014,1,0.97014,0.78446,0.97014,0.97014,0.78446,0.8,0.97014,0.97014
